time,area_h1,temp_avg,temp_max,temp_min
0,2680.2083333333,0,0,0
0.00375,2674.0772100909,341.99697621223,583.45876890356,300.00466720652
0.0075,2667.9199120463,357.08154017058,660.83552535905,300.00716462198
0.01125,2661.9577313833,374.57749925229,758.60088626849,300.00925890376
0.013125,2659.0799126614,384.02946213204,811.76038042082,300.01032796648
0.015,2656.4009684078,395.41389269793,877.57061435936,300.0115394264
0.0159375,2655.1251210677,401.50886273135,912.98638940682,300.01218487334
0.016875,2653.9329700092,408.33005203393,953.03811169558,300.01288472863
0.0178125,2652.8563919667,416.60456209142,1002.8003387848,300.01368211989
0.01828125,2652.3518466147,421.10687999957,1030.4041420326,300.01411022752
0.01875,2651.8881109588,426.18237770541,1061.9308310223,300.01457541436
0.01921875,2651.477823851,432.36802695681,1101.3794187567,300.01509626309
0.019453125,2651.2880321984,435.78151600885,1123.3743814131,300.01537365634
0.0196875,2651.1165421597,439.6736768137,1149.5283720289,300.0156722442
0.019921875,2650.9690128379,444.46599338629,1183.0917223066,300.01599930947
0.0200390625,2650.9021681822,447.14099697207,1202.2000440429,300.01617113251
0.02015625,2650.8436332761,450.22226362171,1225.0946799881,300.01635282113
0.0202734375,2650.7960843402,454.03202113421,1254.8412384813,300.01654660361
0.02033203125,2650.7754942121,456.16387677594,1272.4882168946,300.01664685004
0.020390625,2650.7587269847,458.61451426089,1293.8893955923,300.01675085447
0.02044921875,2650.7469816169,461.60760336808,1321.8491963776,300.01685911634
0.020478515625,2650.7425621428,463.27387624292,1338.1965919613,300.01691438111
0.0205078125,2650.739899132,465.18575030394,1357.929970816,300.0169708577
0.0205224609375,2650.7390551558,466.21593512864,1369.6422068246,300.01699940923
0.020537109375,2650.738767343,467.34627379507,1382.9506631877,300.01702828454
0.02056640625,2650.7470391458,473.46173801293,1547.8521707831,300.01708743188
0.020625,2650.7882474495,484.87394215248,1828.3593991805,300.01721255874
0.0207421875,2650.9237699022,503.58867710729,2014.6098669419,300.01751714715
0.0209765625,2651.302145412,528.30481933155,2178.4648319192,300.01856143404
0.0214453125,2652.2387070184,552.44964334547,2311.0078793039,300.02169533564
0.0223828125,2654.3175961279,568.22923662342,2388.3754496882,300.02643103835
0.0242578125,2658.5910563017,574.44092578654,2416.3551731914,300.02963295256
0.0280078125,2667.0529506934,575.82837867856,2422.0143807018,300.03062648469
0.0355078125,2683.5704399127,576.07237918092,2422.5196785535,300.03080526129
0.0505078125,2718.749880628,576.26367693503,2422.2744820752,300.03089709143
0.0805078125,2867.6362829183,576.63688224293,2422.8469438992,300.03106335498
0.1105078125,3053.3039231331,577.02372912481,2423.8379396737,300.03123153326
0.1405078125,3196.5021638183,577.4063114876,2423.9733436571,300.03140147266
0.1705078125,3359.6334365819,577.78479891574,2425.7795444363,300.03157208021
0.2005078125,3521.8347910871,578.16427216007,2427.225684213,300.03174412127
0.2305078125,3668.553932787,578.54797724016,2428.2591992746,300.03191837822
0.2605078125,3843.9281004674,578.93968144772,2429.8540882444,300.0320943056
0.2905078125,4014.6144096801,579.33120268677,2430.9864143457,300.03227204721
0.3205078125,4154.1355945058,579.71603320555,2431.8897833902,300.03245106029
0.3505078125,4293.2871500681,580.09679143303,2433.7346071958,300.0326301081
0.3805078125,4447.0168232307,580.48523721646,2435.4388945803,300.03281139627
0.4105078125,4603.7678278043,580.88375181698,2437.1003624526,300.03299619414
0.4405078125,4755.3194488834,581.27970760857,2438.6312725196,300.03318166707
0.4705078125,4896.5294730928,581.66887229118,2439.5702689263,300.03336728615
0.5005078125,5022.7679899205,582.05555982917,2441.0271150596,300.03355466556
0.5305078125,5156.0320233537,582.44739370649,2443.0297901964,300.03374411022
0.5605078125,5306.385151109,582.84641432472,2444.9490137406,300.03393511106
0.5905078125,5445.8883046989,583.24550427602,2446.6752101278,300.03412816444
0.6205078125,5570.7576865393,583.64106605712,2447.960994515,300.03432278208
0.6505078125,5697.7476732701,584.03264113103,2448.8462132159,300.03451735465
0.6805078125,5823.2610151372,584.42309290627,2450.9423465457,300.03471299544
0.7105078125,5943.9313928451,584.81649842524,2452.8701433022,300.03491126804
0.7405078125,6070.0118549515,585.2151873391,2454.5072728871,300.03511175155
0.7705078125,6201.8082981392,585.61333231288,2456.3034889243,300.03531274593
0.8005078125,6324.2783907728,586.00784796793,2457.5773548473,300.0355151764
0.8305078125,6437.1134663937,586.3985203739,2458.4989961283,300.0357191366
0.8605078125,6550.2536920119,586.78499729547,2460.6767697207,300.03592337324
0.8905078125,6665.5749777277,587.16945143646,2462.447389541,300.03612827553
0.9205078125,6777.3999102185,587.55539103614,2463.8539718453,300.03633558343
0.9505078125,6885.9286202394,587.94142364768,2465.2426911,300.03654488085
0.9805078125,6999.2216628289,588.3241329808,2466.2635895279,300.03675419207
1.0105078125,7109.8425502009,588.70221867528,2467.5965057485,300.03696417397
1.0405078125,7211.7055106434,589.07657365345,2469.4410633204,300.03717603359
1.0705078125,7309.4588069017,589.4485809954,2470.763543875,300.03738956835
1.1005078125,7415.6095403856,589.82038351051,2472.05376689,300.03760345077
1.1305078125,7526.3247236687,590.19412942018,2473.293031829,300.03781884814
1.1605078125,7631.1069138302,590.56664475532,2474.0201258249,300.03803653727
1.1905078125,7729.3449403053,590.93470785577,2475.6032060924,300.03825572678
1.2205078125,7830.0966398513,591.29732607583,2477.2563254335,300.03847464947
1.2505078125,7931.1234165308,591.65623503493,2478.4594323371,300.03869424493
1.2805078125,8026.9233799457,592.01249130066,2479.5773656072,300.03891576561
